"Timestamp","Quality","Manufacturer","Phone Model","OS","Rooted","Baseband version","Source","Encoder","Application Location","Version","User Message"
"8/23/2018 2:03:14","Voice Line Quality","motorola","Nexus 6","Android: 8.1.0, 3.10.108-g597516f","Yes","MDM9625_104670.31.05.51R","Auto (default)","3gp, aac","User Installed","1.6.22","Thanks again for this wonderful app!
Could you please add a black theme (for OLED displays) ?"
"8/23/2018 10:58:19","Voice Line Quality","motorola","Nexus 6","Android: 8.1.0, 3.10.108-g597516f","Yes","MDM9625_104670.31.05.45R","Auto (default)","3gp, aac","User Installed","1.6.24",""
"8/24/2018 10:00:03","Not Working","samsung","SM-G930F","Android: 8.1.0, 3.18.91-gdc1d24a","Yes","G930FXXU2ERGC","Auto (default)","3gp, aac","User Installed","1.6.25","Hi, great app, unfortunately on Oreo base custom ROM the app crash after 1 second on start call. With Marshmallow base ROM works good."
"8/24/2018 11:32:19","Voice Line Quality","LeEco","LEX727","Android: 8.1.0, 3.18.109-lineage-g60e6b83","No","MPSS.TH.2.0.c1.9.1-00010","Auto (default)","3gp, aac","User Installed","1.6.25","Thanks for this app."
"8/24/2018 12:10:20","Not Working","samsung","SM-G900F","Android: 6.0.1, 3.4.0-9493471","No","G900FXXS1CQAV","Auto (default)","3gp, aac","User Installed","1.6.25","On call start popup comes up saying call recording is not possible"
"8/26/2018 6:03:13","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"8/26/2018 6:24:12","صدای هر دو طرف","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"8/26/2018 6:31:13","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","Yes","G900MDUBU1CPE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"8/26/2018 6:41:19","صدای دخترانه ضبط شود","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","Yes","G900MDUBU1CPE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5","صدای هردو طرف ضبط شود"
"8/26/2018 13:48:20","Mic Quality","samsung","SM-G900W8","Android: 8.1.0, 3.4.113-lineageos-g4458bbb","Yes","G900W8VLU1DQB2","Auto (default)","3gp, aac","User Installed","1.6.25",""
"8/26/2018 14:00:15","Voice Line Quality","OnePlus","ONE E1001","Android: 6.0.1, 3.4.0-perf-ge4f53e4","No","0.1.c1.11-00006-M8974AAAAANAZM-1","Auto (default)","3gp, aac","User Installed","1.6.25",""
"8/28/2018 16:29:32","Mic Quality","OnePlus","ONEPLUS A5000","Android: 8.1.0, 4.4.78-perf ","No","MPSS.AT.2.0.c4.7-00070-8998_GEN_PACK-2.131284.1.132073.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.25","Never start sondern Dome Versions. Deactivate optimizazion multiple Times. Does not Work.
In recordings, own Vice is good, Others Side is Versand Low Volume... "
"8/30/2018 7:10:07","Mic Quality","LENOVO","Lenovo A316i","Android: 4.2.2, 3.4.5","No","A316I.V15, 2014/07/30 10:26","Mic","3gp, aac","User Installed","1.6.25","Nice work, must have"
"8/30/2018 13:36:11","Mic Quality","LENOVO","Lenovo A316i","Android: 4.2.2, 3.4.5","No","A316I.V15, 2014/07/30 10:26","Mic","3gp, aac","User Installed","1.6.25","Nice work, must have"
"8/31/2018 0:48:15","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"8/31/2018 9:39:31","Low Bandwidth","samsung","GT-S5830","Android: 2.3.3, 2.6.35.7-perf-CL456971","No","unknown","Auto (default)","3gp, aac","User Installed","1.6.5",""
"8/31/2018 23:48:02","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Voice Line","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5",""
"8/31/2018 23:49:40","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Voice Line","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5",""
"9/1/2018 0:01:56","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5","هردو طرف ضبط شود"
"9/1/2018 0:12:58","Voice Line Quality","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-8580782","No","G900MDUBU1CPE1","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"9/1/2018 18:02:58","No Opponent Side","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-10994991","No","G900MDUBU1CQC1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.25","Record Works only in speakerphone Mode. Normal mode record only my Voice. Great App. Thanks!"
"9/5/2018 14:13:49","Not Working","Xiaomi","Redmi 4","Android: 7.1.2, 3.18.31-perf-gaed020cb","No","MPSS.TA.2.3.c1-00395-8953_GEN_PACK-1_V042","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.25","Not working"
"9/7/2018 20:05:26","Voice Line Quality","Essential Products","PH-1","Android: 9, 4.4.145-perf ","Yes","2.0.c4-M2.0.5","Voice Line","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.25","Installed as system app using root.  As user app only had mic quality with no opponent side of conversation"
"9/9/2018 8:21:41","Voice Line Quality","LGE","LG-H540","Android: 6.0, 3.10.72","No","MOLY.WR8.W1338.MD.WG.TC01.MUSE82Y.SP.V12","Auto (default)","3gp, aac","User Installed","1.6.5",""
"9/10/2018 9:35:45","Not Working","Xiaomi","Mi A1","Android: 8.1.0, 3.18.71-perf-gb3363e5","No",".TA.2.3.c1-00723-8953_GEN_PACK-1","Auto (default)","3gp, aac","User Installed","1.6.25",""
"9/10/2018 14:32:42","Voice Line Quality","ایران","LG-k10","Android: 7.0, 3.18.35","No","MOLY.LR11.W1552.MD.TC01.LVSF.SP.V1.P22, 2017/11/13 16:10","Auto (default)","3gp, aac","User Installed","1.6.5",""
"9/12/2018 6:50:55","Not Working","samsung","SM-T357T","Android: 5.0.2, 3.10.49-5379129","Yes","T357TUVS1APL1","Auto (default)","3gp, aac","User Installed","1.6.25",""
"9/12/2018 7:34:10","Not Working","LGE","LM-X410(FG)","Android: 7.1.2, 3.18.31-perf ","No","MPSS.JO.3.0-00428-8937_GENNS_PACK-2","Auto (default)","3gp, aac","User Installed","1.6.25",""
"9/13/2018 10:16:39","Mic Quality","samsung","SM-A520F","Android: 8.0.0, 3.18.14-13712092-QB19031861","No","A520FXXU5CRF8","System Default","3gp, aac","User Installed","1.6.25",""
"9/13/2018 14:06:14","Mic Quality","HUAWEI","CRO-L22","Android: 6.0, 3.18.19","No","MOLY.LR9.W1444.MD.LWTG.MP.V94.P38, 2017/06/08 17:59","Auto (default)","3gp, aac","User Installed","1.6.5",""
"9/13/2018 19:23:10","Mic Quality","samsung","SM-A520F","Android: 8.0.0, 3.18.14-13670986-QB19124338","Yes","A520FXXU6CRH2","Mic","3gp, aac","System Preinstalled","1.6.5",""
"9/15/2018 21:56:57","Not Working","Xiaomi","Mi A1","Android: 8.1.0, 3.18.71-perf-gb3363e5","No",".TA.2.3.c1-00723-8953_GEN_PACK-1","Auto (default)","3gp, aac","User Installed","1.6.25",""
"9/15/2018 21:57:06","Not Working","Xiaomi","Mi A1","Android: 8.1.0, 3.18.71-perf-gb3363e5","No",".TA.2.3.c1-00723-8953_GEN_PACK-1","Auto (default)","3gp, aac","User Installed","1.6.25",""
"9/15/2018 22:57:15","No Opponent Side","samsung","SM-G900MD","Android: 6.0.1, 3.4.0-10994991","No","G900MDUBU1CQC1","System Default","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.25",""
"9/16/2018 20:27:30","Not Working","samsung","SM-G950F","Android: 8.0.0, 4.4.111-14023573-QB19093103","No","G950FXXU3CRGH","Auto (default)","3gp, aac","User Installed","1.6.25",""
"9/20/2018 16:03:04","Not Working","samsung","SM-G900H","Android: 6.0.1, 3.10.9-7760371","No","G900HXXU1CPCA","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"9/20/2018 23:33:20","Not Working","samsung","SM-N960F","Android: 8.1.0, 4.9.59-14091311-QB19533257","No","N960FXXU2ARH7","Auto (default)","3gp, aac","User Installed","1.6.25","No hace nada, gracias "
"9/22/2018 11:12:22","Voice Line Quality","HMD Global","TA-1025","Android: 8.1.0, 3.18.71-perf","No","MPSS.JO.3.0-00428-8937_GENNS_PACK-2.136685.1.140413.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.25","Flawless, excellent quality audio, thank you so much, Dev!"
"9/24/2018 16:09:44","No Opponent Side","Xiaomi","MI 5","Android: 9; 3.18.122-HashOS","Yes","TH20c1.9-0907_1847_33f138f,TH20c1.9-0907_1847_33f138f","Auto (default)","3gp, aac","User Installed","1.6.28","Not working on Pie for now, HashOS "
"9/24/2018 16:11:56","Bit low volume from the mic","Xiaomi","MI 5","Android: 9; 3.18.122-HashOS","Yes","TH20c1.9-0907_1847_33f138f,TH20c1.9-0907_1847_33f138f","Mic","3gp, aac","User Installed","1.6.28","The only working option on HashOS"
"9/25/2018 5:54:44","Not Working","Sony","D6503","Android: 6.0.1, 3.4.0-perf-gc14c2d5","No","8974-AAAAANPZQ-00068-61","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"9/28/2018 19:54:15","Voice Line Quality","HUAWEI","Che2-L11","Android: 4.4.2, 3.10.49-gb7acdc7","No","21.300.17.00.00,21.300.17.00.00","Auto (default)","3gp, aac","User Installed","1.6.5","dosetdaram"
"9/30/2018 14:48:42","No Opponent Side","motorola","Moto G (5)","Android: 7.0; 3.18.31-perf-g4a0c859-00025-g7f05384","No","M8937_22.29.02.56.01R CEDRIC_EMEADSDS_CUST","Voice Recognition","3gp, aac","User Installed","1.6.29","Tried a lot of different setting - either no opponent voice or error. Shame because it looks like a great trustworthy app. Waiting for updates. Cheers!"
"9/30/2018 21:43:59","Not Working","Sony","LT30p","Android: 4.0.4, 3.0.8 1.0.21100-02378-gcca969a","Yes","8960A-AAAAANAZQ-10015008-11","VoIP","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5","یافت نمیشوند مکالماتم چرا؟ "
"9/30/2018 21:52:32","Not Working","Sony","LT30p","Android: 4.0.4, 3.0.8 1.0.21100-02378-gcca969a","Yes","8960A-AAAAANAZQ-10015008-11","VoIP","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5","یافت نمیشوند مکالماتم چرا؟ "
"9/30/2018 22:20:34","Voice Line Quality","Sony","LT30p","Android: 4.0.4, 3.0.8 1.0.21100-02378-gcca969a","No","8960A-AAAAANAZQ-10015008-11","Mic","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5","خوب"
"10/1/2018 11:48:28","Not Working","asus","ASUS_X00TD","Android: 8.1.0; 4.4.78-perf ","No","660_GEN_PACK-1.163366.0.163573.1","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.29","Brother thank you so much for simple. Call recorder however. This app is work one.side where call box app works great so can you let us.know.how they configuration. We can.do the same
"
"10/1/2018 19:01:14","Voice Line Quality","OnePlus","ONEPLUS A6003","Android: 9; 4.9.106-perf ","No","MPSS.AT.4.0.c2.15-00007-SDM845_GEN_PACK-1.167997.2","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.29","I tried few sources but always have recorded silence. "
"10/2/2018 7:19:45","Mic Quality","Sony","LT30p","Android: 4.0.4, 3.0.8 1.0.21100-02378-gcca969a","No","8960A-AAAAANAZQ-10015008-11","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5","چرا دیلیت کردم ولی بازهم باز نمیشه
"
"10/3/2018 13:41:30","Voice Line Quality","HUAWEI","ALE-L21","Android: 5.0.1, 3.10.61-g19293d2","Yes","22.126.21.00.00,22.126.21.00.00","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"10/7/2018 1:08:08","Mic Quality","HUAWEI","WAS-LX1A","Android: 7.0, 4.1.18-g4b8aedc","No","21.287.00.00.050,21.287.00.00.050","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/10/2018 18:54:20","Voice Line Quality","HTC","HTC U11","Android: 8.0.0; 4.4.78-perf-gcae773b60652","Yes","8998-002772-1711161638","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.29","Please add option to select/delete multiple recordings. Otherwise, great app! Thanks! "
"10/11/2018 6:41:26","No Opponent Side","samsung","SAMSUNG-SM-G930A","Android: 8.0.0; 3.18.71-14306562","No","G930AUCU4CRI2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.28",""
"10/11/2018 21:24:36","Not Working","HUAWEI","FRD-L09","Android: 8.0.0; 4.4.23 ","No","21.258.09.00.030,21.258.09.00.030","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.31","Android kill the app in the background with priority battery access and notifications option active, so the app is unable to register calls and if you close the calling the app fail to recording "
"10/12/2018 17:29:29","Voice Line Quality","HUAWEI","WAS-LX1A","Android: 7.0, 4.1.18-g4b8aedc","No","21.287.00.00.050,21.287.00.00.050","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/12/2018 17:30:34","Voice Line Quality","HUAWEI","WAS-LX1A","Android: 7.0, 4.1.18-g4b8aedc","Yes","21.287.00.00.050,21.287.00.00.050","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/13/2018 8:46:18","Voice Line Quality","samsung","SM-J510F","Android: 5.1.1, 3.10.49-7829977","Yes","J5108ZHU1APD2","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"10/13/2018 12:04:58","Voice Line Quality","samsung","SM-J530F","Android: 7.0, 3.18.14-12274792","Yes","J530FXXU2ARA1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/13/2018 13:06:38","Voice Line Quality","samsung","SM-J530F","Android: 7.0, 3.18.14-12274792","Yes","J530FXXU2ARA1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/14/2018 21:12:52","Not Working","Google","Pixel XL","Android: 9; 3.18.100-g2513d23","No","8996-130181-1806061856","Auto (default)","3gp, aac","User Installed","1.6.31","Muchas gracias por tu app, la use mucho antes de comprar mi terminal actual. Entiendo que no funciona sin root en Android 9, gracias por tu trabajo ;). Thank you very much for your app, I used it a lot before buying my current terminal. I understand that it does not work without root in Android 9, thanks for your work;)"
"10/17/2018 0:04:15","Voice Line Quality","LGE","LG-M250","Android: 7.0, 3.18.35","No","MOLY.LR11.W1552.MD.TC01.LVSF.SP.V1.P11.T9, 2017/06/12 18:38","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"10/17/2018 4:52:31","No Opponent Side","samsung","SM-J120H","Android: 5.1.1, 3.10.65-7541827","No","J120HXXU0APD2","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/17/2018 4:54:06","Voice Line Quality","samsung","SM-J120H","Android: 5.1.1, 3.10.65-7541827","No","J120HXXU0APD2","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/19/2018 16:34:53","Voice Line Quality","HUAWEI","Che2-UL00","Android: 4.4.2; 3.10.49-g07fd309","Yes","22.325.08.00.00,22.325.08.00.00","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.31",""
"10/20/2018 20:30:43","Voice Line Quality","samsung","SM-J510H","Android: 7.1.1, 3.10.49-12476914","No","J510HXXU2BRG1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"10/21/2018 10:31:37","Voice Line Quality","LGE","LG-M700","Android: 7.1.1, 3.18.31-perf-g3ebd48e","No","MPSS.TA.2.3.c4-00024-8940_GEN_PACK-1.107755.2.114448.1","Voice Line","3gp, aac","User Installed","1.6.5",""
"10/21/2018 11:26:49","Not Working","Xiaomi","Redmi 5A","Android: 7.1.2; 3.18.31-perf-g4eb8fa9","No","MPSS.JO.3.0-00369-8937_GENNS_PACK-2_V045","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.31",""
"10/23/2018 1:09:16","Not Working","HUAWEI","HUAWEI TIT-U02","Android: 5.1, 3.10.72","No","MOLY.WR8.W1449.MD.WG.MP.V29.5.P1, 2015/12/22 14:11","Auto (default)","3gp, aac","User Installed","1.6.5","سلام وقت بخیر ظبط می‌کند ولی صدا ندارد"
"10/23/2018 1:11:14","خالی ظبط می‌کند","HUAWEI","HUAWEI TIT-U02","Android: 5.1, 3.10.72","No","MOLY.WR8.W1449.MD.WG.MP.V29.5.P1, 2015/12/22 14:11","Auto (default)","3gp, aac","User Installed","1.6.5","سلام وقت بخیر ظبط می‌کند ولی صدا ندارد"
"10/23/2018 3:35:24","Suggest","samsung","SM-J120G","Android: 5.1.1; 3.10.9-12877314","No","J120GDDU1ARA1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.31","Right and left sliding for deletion and rename like Todo of Microsoft."
"10/23/2018 20:45:51","Voice Line Quality","samsung","SM-A710F","Android: 7.0, 3.10.61-11234767","No","A710FDXXU2CQE1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"10/28/2018 9:17:06","Voice Line Quality","HUAWEI","HUAWEI VNS-L21","Android: 7.0; 4.1.18-g6c731f2","Yes","21.288.05.00.050,21.288.05.00.050","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.31",""
"10/28/2018 13:22:45","Voice Line Quality","OnePlus","ONE E1001","Android: 6.0.1; 3.4.0-perf-ge4f53e4","No","0.1.c1.11-00006-M8974AAAAANAZM-1","Voice Line","3gp, aac","User Installed","1.6.31",""
"11/3/2018 21:49:45","Mic Quality","samsung","GT-I9060I","Android: 4.4.4, 3.10.17-1139335","No","I9060IXXU0APJ3","Auto (default)","3gp, aac","User Installed","1.6.5",""
"11/8/2018 8:01:25","Voice Line Quality","FUJITSU","F-04G","Android: 6.0.1; 3.10.84","No","7074.0101.0100","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35",""
"11/9/2018 10:23:47","No Opponent Side","LG","Nexus 5X","Android: 8.1.0; 3.10.73-ge7ca7a4","Yes","M8994F-2.6.41.5.01","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.31",""
"11/10/2018 4:57:45","Mic Quality","HUAWEI","HUAWEI LUA-U22","Android: 5.1, 3.10.72 ","No","MOLY.WR8.W1449.MD.WG.MP.V32.P10, 2016/03/17 14:33","Auto (default)","3gp, aac","User Installed","1.6.5",""
"11/10/2018 10:43:42","Always appearinng ""recording enabled"" notification is annoying..","samsung","SM-J120G","Android: 5.1.1; 3.10.9-12877314","No","J120GDDU1ARA1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35",""
"11/11/2018 13:09:30","Mic Quality","BlackBerry","BBB100-2","Android: 8.1.0; 3.18.71-perf-ge4f181f","No","MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.160188.0.162519.1","Camcoder","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35",""
"11/11/2018 14:59:13","Mic Quality","HUAWEI","ALE-L21","Android: 6.0, 3.10.86-g9864f0c","No","22.300.06.00.00,22.300.06.00.00","Voice Recognition","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"11/12/2018 9:17:21","Voice Line Quality","HUAWEI","HUAWEI TAG-L21","Android: 5.1, 3.10.65","Yes","MOLY.LR9.W1444.MD.LWTG.MP.V35.P56, 2016/03/16 15:16","Voice Line","3gp, aac","User Installed","1.6.5",""
"11/12/2018 15:44:14","Voice Line Quality","LGE","LG-K520","Android: 6.0.1; 3.10.49-g260952c","No","MPSS.DPM.2.0.c11-00058-M8936FAAAANUZM-4.59451.1.59815.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35","Brilliant work. Love the app. How di donate?"
"11/12/2018 15:46:08","Voice Line Quality","LGE","LG-K520","Android: 6.0.1; 3.10.49-g260952c","No","MPSS.DPM.2.0.c11-00058-M8936FAAAANUZM-4.59451.1.59815.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35","Update. In landscape mode the screen flicks badly playing a recording."
"11/15/2018 18:57:38","Voice Line Quality","OnePlus","A0001","Android: 9; 3.4.113-tugapower-lineageos","Yes","DI.3.0.c6-00241-M8974AAAAANAZM-1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35","Some issues: 1. remote voice almost not hearable, own voice loud and clear. This makes the app for me unusable. Maybe solution is to save left and right channel separate to own voice and remote end. Therefor, manual correction is possible. 2. in Pie, the app is incappable of saving the caller ID vor Contact Name in the Filename. You never know which recording belongs to which contact. Also the app does not know."
"11/16/2018 17:05:19","Voice Line Quality","Motorola","Moto G Play","Android: 7.1.2; 14.1-20180803-NIGHTLY-harpia; 3.10.49-g7234f81","Yes","M8916_20250106.08.05.24R","Auto (default)","3gp, aac","User Installed","1.6.35",""
"11/17/2018 5:53:03","Mic Quality","HUAWEI","HUAWEI G610-U20","Android: 4.2.1, 3.4.5","Yes","MOLY.WR8.W1248.MD.WG.MP.V5.P11, 2014/02/20 01:39","Auto (default)","3gp, aac","User Installed","1.6.5",""
"11/19/2018 22:26:51","Not Working","HUAWEI","HUAWEI VNS-L31","Android: 7.0, 4.1.18-gff26384","No","21.288.05.00.050,21.288.05.00.050","Auto (default)","3gp, aac","User Installed","1.6.18",""
"11/21/2018 14:09:24","No Opponent Side","samsung","SM-G950F","Android: 7.0; 4.4.13-12502673","No","G950FXXU1AQK7","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35",""
"11/21/2018 16:32:37","No Opponent Side","LAVA","Z60","Android: 7.0; 3.18.35","No","MOLY.LR9.W1444.MD.LWTG.MP.V110.5.P55, 2017/12/14 10:45","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1","I tried all the source but opponent voice not recorded"
"11/23/2018 8:06:50","Mic Quality","HMD Global","Nokia 6.1","Android: 9; 4.4.146-perf ","No","MPSS.AT.3.1-00770-GEN_PACK-1,MPSS.AT.3.1-00770-GEN_PACK-1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35",""
"11/25/2018 18:47:07","Voice Line Quality","asus","ASUS_Z00AD","Android: 6.0.1; 3.10.72-x86_64_moor-g0b04c60","Yes","1603_5.0.68.9_0810,1546_7.0.30.0_0427","Auto (default)","3gp, aac","User Installed","1.6.36","On an ASUS Zenfone 2. Works well on aac. Some odd clicking noises all throughout the recording on flac and opus. Didn't try other formats."
"11/26/2018 22:37:59","No Opponent Side","Xiaomi","Redmi Note 4","Android: 7.0; 3.18.31-perf-g4349b70","No","953_GEN_PACK-1.148143.1.163979.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36",""
"11/29/2018 16:09:06","Класс","BQru","BQru-4072","Android: 7.0; 3.10.65-g50b1cfc","No","TM_BASE_W17.14.5|sc7731C_CP0_modem|04-07-2017 14:07:41","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35","Супер всё пишет "
"11/30/2018 10:04:28","Mic Quality","OnePlus","ONEPLUS A3003","Android: 8.0.0; 3.18.66-perf ","Yes","MPSS.TH.2.0.c1.9-00102-M8996FAAAANAZM-1.99649.1.118107.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36",""
"11/30/2018 10:37:11","Voice Line Quality","samsung","SM-G955F","Android: 8.0.0; 4.4.111-14315050-QB19886130","No","G955FXXU4CRI1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36",""
"11/30/2018 20:34:58","Not Working","samsung","SM-G950F","Android: 8.0.0; 4.4.111-14315050-QB19886084","No","G950FXXU4CRI1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36",""
"12/1/2018 4:06:20","Mic Quality","samsung","SM-N9005","Android: 5.0; 3.4.0-4540543","No","N9005XXUGBOJ1","Auto (default)","3gp, aac","User Installed","1.6.31",""
"12/1/2018 9:21:47","Not Working","Google","Pixel 2","Android: 9; 4.4.116-g62fd7c7873da","No","g8998-00253-1809191716","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36",""
"12/1/2018 11:31:54","Not Working","samsung","SM-G930F","Android: 8.0.0; 3.18.91-13895453-QB20038647","No","G930FXXU3ERHC","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36","Only record my voice"
"12/2/2018 5:37:12","Voice Line Quality","ZTE","N817","Android: 4.4.4; 3.4.0-gaa480ec","No","N817B01","Auto (default)","3gp, aac","User Installed","1.6.36","Works perfectly on this stock assurance wireless phone."
"12/2/2018 7:28:39","No Opponent Side","motorola","Moto C Plus","Android: 7.0; 3.18.35 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V110.5.P35, 2018/09/11 19:13","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36",""
"12/3/2018 11:20:36","Voice Line Quality","LENOVO","Lenovo A3500-HV","Android: 4.4.2, 3.4.67","No","MOLY.WR8.W1315.MD.WG.MP.V34.P6, 2014/07/04 03:03","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"12/4/2018 10:31:26","Not Working","samsung","SM-J730F","Android: 8.1.0; 3.18.14-14309734-QB20618257","No","J730FXXU3BRK2","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36","bluetooth jabra headset doesn.t record voices"
"12/4/2018 18:14:14","Low Bandwidth","Xiaomi","Mi A1","Android: 8.1.0; 3.18.71-perf-g022146d","No",".TA.2.3.c1-00723-8953_GEN_PACK-1","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.38",""
"12/7/2018 12:32:52","Not Working","motorola","moto g(6)","Android: 8.0.0; 3.18.71-perf-g475fd10","No","M450_08.14.10.61R ALI_LATAMDSDS_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.38","Indicates ""recording"" when in line, but still shows recording list is empty"
"12/8/2018 13:31:28","Not Working","HUAWEI","JKM-LX1","Android: 8.1.0; 4.4.103 ","No","21C20B371S000C000,21C20B371S000C000","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.38",""
"12/8/2018 15:07:42","No Opponent Side","samsung","SM-J730F","Android: 8.1.0; 3.18.14-14309734-QB20618257","No","J730FXXU3BRK2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.38",""
"12/8/2018 21:26:55","Зокрывается приложение с ошибкой когда переименовываешь записи","Xiaomi","Redmi Note 3","Android: 9; 3.10.108-lineageos-g41c875402f6c","Yes","976_GEN_PACK-1.103654.1.105572.1,976_GEN_PACK-1.103654.1.105572.1","Camcoder","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.38",""
"12/10/2018 11:08:50","Low Bandwidth","motorola","Moto G (5) Plus","Android: 8.1.0; 3.18.71-perf-g70fa69f","No","M8953_41.50.07.82R POTTER_INDIADSDS_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.38",""
